date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:45:41	0/0	---M--	200	added ('OK')	text/css	etag:%22d41d8cd98f00b204e9800998ecf8427e%22	https://apps.nakeddev.com/hs-fs/hub/43674467/hub_generated/template_assets/131821100098/1708386446876/sr-theme-free_copy/css/custom-styles.min.css	D:/My%20Sites/HTTracker/Code/apps.nakeddev.com/hs-fs/hub/43674467/hub_generated/template_assets/131821100098/1708386446876/sr-theme-free_copy/css/custom-styles.min.css	(from https://apps.nakeddev.com/clutch?utm_medium=referral_profile&utm_source=clutch.co)
15:45:42	1669/1669	---M--	200	added ('OK')	image/png	date:Fri,%2029%20Sep%202023%2017:12:01%20GMT	https://apps.nakeddev.com/hs-fs/hubfs/Naked_2023/webp_images/White-Naked-Logo.webp?width=139&height=25&name=White-Naked-Logo.webp	D:/My%20Sites/HTTracker/Code/apps.nakeddev.com/hs-fs/hubfs/Naked_2023/webp_images/White-Naked-Logoc220.png	(from https://apps.nakeddev.com/clutch?utm_medium=referral_profile&utm_source=clutch.co)
15:45:42	87533/87533	---M-Z	200	added ('OK')	application/javascript	etag:W/%2228feccc0-155ed%22	https://code.jquery.com/jquery-3.7.1.min.js	D:/My%20Sites/HTTracker/Code/code.jquery.com/jquery-3.7.1.min.js	(from https://apps.nakeddev.com/clutch?utm_medium=referral_profile&utm_source=clutch.co)
15:45:43	20806/20806	---M--	200	added ('OK')	image/webp	etag:%22fa89184026ed50bff3254cdffb0e13a9%22	https://apps.nakeddev.com/hubfs/Naked_2023/webp_images/banner-bg.webp	D:/My%20Sites/HTTracker/Code/apps.nakeddev.com/hubfs/Naked_2023/webp_images/banner-bg.webp	(from https://apps.nakeddev.com/clutch?utm_medium=referral_profile&utm_source=clutch.co)
15:45:43	0/0	---M--	307	error ('Temporary%20Redirect')	text/html	date:Fri,%2030%20Aug%202024%2012:45:43%20GMT	https://apps.nakeddev.com/cal-clutch?hsLang=en	D:/My%20Sites/HTTracker/Code/apps.nakeddev.com/cal-clutchc6eb	(from https://apps.nakeddev.com/clutch?utm_medium=referral_profile&utm_source=clutch.co)
15:45:43	39062/39062	---MCZ	200	added ('OK')	text/html	date:Mon,%2026%20Aug%202024%2007:44:15%20GMT	https://apps.nakeddev.com/cal-clutch	D:/My%20Sites/HTTracker/Code/apps.nakeddev.com/cal-clutch.html	(from https://apps.nakeddev.com/clutch?utm_medium=referral_profile&utm_source=clutch.co)
15:45:44	2416/2416	---M--	200	added ('OK')	image/jpeg	date:Fri,%2029%20Sep%202023%2016:04:19%20GMT	https://apps.nakeddev.com/hs-fs/hubfs/Naked_2023/webp_images/logo2.webp?width=129&height=129&name=logo2.webp	D:/My%20Sites/HTTracker/Code/apps.nakeddev.com/hs-fs/hubfs/Naked_2023/webp_images/logo29a93.jpg	(from https://apps.nakeddev.com/clutch?utm_medium=referral_profile&utm_source=clutch.co)
15:45:45	3388/3388	---M--	200	added ('OK')	image/jpeg	date:Fri,%2029%20Sep%202023%2016:04:21%20GMT	https://apps.nakeddev.com/hs-fs/hubfs/Naked_2023/webp_images/logo1.webp?width=128&height=128&name=logo1.webp	D:/My%20Sites/HTTracker/Code/apps.nakeddev.com/hs-fs/hubfs/Naked_2023/webp_images/logo17a8a.jpg	(from https://apps.nakeddev.com/clutch?utm_medium=referral_profile&utm_source=clutch.co)
15:45:47	3650/3650	---M--	200	added ('OK')	image/jpeg	date:Fri,%2029%20Sep%202023%2016:18:21%20GMT	https://apps.nakeddev.com/hs-fs/hubfs/Naked_2023/webp_images/logo3.webp?width=128&height=128&name=logo3.webp	D:/My%20Sites/HTTracker/Code/apps.nakeddev.com/hs-fs/hubfs/Naked_2023/webp_images/logo31255.jpg	(from https://apps.nakeddev.com/clutch?utm_medium=referral_profile&utm_source=clutch.co)
15:45:48	4169/4169	---M--	200	added ('OK')	image/png	date:Thu,%2007%20Mar%202024%2021:00:57%20GMT	https://apps.nakeddev.com/hs-fs/hubfs/top_clutch.co_mobile__app_marketing_company_united_states_2024-3.png?width=110&height=119&name=top_clutch.co_mobile__app_marketing_company_united_states_2024-3.png	D:/My%20Sites/HTTracker/Code/apps.nakeddev.com/hs-fs/hubfs/top_clutch.co_mobile__app_marketing_company_united_states_2024-3df4a.png	(from https://apps.nakeddev.com/clutch?utm_medium=referral_profile&utm_source=clutch.co)
15:45:48	5108/5108	---M--	200	added ('OK')	image/png	date:Thu,%2007%20Mar%202024%2021:04:40%20GMT	https://apps.nakeddev.com/hs-fs/hubfs/Approved%20Partner%20Badge.EN-4.png?width=118&height=118&name=Approved%20Partner%20Badge.EN-4.png	D:/My%20Sites/HTTracker/Code/apps.nakeddev.com/hs-fs/hubfs/Approved%20Partner%20Badge.EN-411f6.png	(from https://apps.nakeddev.com/clutch?utm_medium=referral_profile&utm_source=clutch.co)
15:45:49	4277/4277	---M--	200	added ('OK')	image/png	date:Tue,%2020%20Feb%202024%2019:02:33%20GMT	https://apps.nakeddev.com/hs-fs/hubfs/top_clutch.co_app_development_company_financial_services_united_states.png?width=110&height=119&name=top_clutch.co_app_development_company_financial_services_united_states.png	D:/My%20Sites/HTTracker/Code/apps.nakeddev.com/hs-fs/hubfs/top_clutch.co_app_development_company_financial_services_united_states8bca.png	(from https://apps.nakeddev.com/clutch?utm_medium=referral_profile&utm_source=clutch.co)
15:45:51	48065/48065	---M--	200	added ('OK')	image/jpeg	date:Fri,%2029%20Sep%202023%2016:19:16%20GMT	https://apps.nakeddev.com/hs-fs/hubfs/Naked_2023/webp_images/app-bg.webp?width=2000&name=app-bg.webp	D:/My%20Sites/HTTracker/Code/apps.nakeddev.com/hs-fs/hubfs/Naked_2023/webp_images/app-bg1c9d.jpg	(from https://apps.nakeddev.com/clutch?utm_medium=referral_profile&utm_source=clutch.co)
15:45:52	11527/11527	---M--	200	added ('OK')	image/png	date:Fri,%2029%20Sep%202023%2016:06:30%20GMT	https://apps.nakeddev.com/hs-fs/hubfs/Naked_2023/webp_images/img-1.webp?width=399&height=238&name=img-1.webp	D:/My%20Sites/HTTracker/Code/apps.nakeddev.com/hs-fs/hubfs/Naked_2023/webp_images/img-1de5a.png	(from https://apps.nakeddev.com/clutch?utm_medium=referral_profile&utm_source=clutch.co)
15:45:53	15749/15749	---M--	200	added ('OK')	image/png	date:Fri,%2029%20Sep%202023%2016:06:27%20GMT	https://apps.nakeddev.com/hs-fs/hubfs/Naked_2023/webp_images/newsweek.webp?width=435&height=112&name=newsweek.webp	D:/My%20Sites/HTTracker/Code/apps.nakeddev.com/hs-fs/hubfs/Naked_2023/webp_images/newsweekd5a4.png	(from https://apps.nakeddev.com/clutch?utm_medium=referral_profile&utm_source=clutch.co)
15:45:54	14049/14049	---M--	200	added ('OK')	image/png	date:Fri,%2029%20Sep%202023%2016:06:24%20GMT	https://apps.nakeddev.com/hs-fs/hubfs/Naked_2023/webp_images/forbees.webp?width=497&height=134&name=forbees.webp	D:/My%20Sites/HTTracker/Code/apps.nakeddev.com/hs-fs/hubfs/Naked_2023/webp_images/forbees7c99.png	(from https://apps.nakeddev.com/clutch?utm_medium=referral_profile&utm_source=clutch.co)
15:45:54	9726/9726	---M--	200	added ('OK')	image/png	date:Fri,%2029%20Sep%202023%2016:06:21%20GMT	https://apps.nakeddev.com/hs-fs/hubfs/Naked_2023/webp_images/gizmodo.webp?width=527&height=314&name=gizmodo.webp	D:/My%20Sites/HTTracker/Code/apps.nakeddev.com/hs-fs/hubfs/Naked_2023/webp_images/gizmododc93.png	(from https://apps.nakeddev.com/clutch?utm_medium=referral_profile&utm_source=clutch.co)
15:45:56	4006/4006	---M--	200	added ('OK')	image/png	date:Fri,%2029%20Sep%202023%2016:10:05%20GMT	https://apps.nakeddev.com/hs-fs/hubfs/Naked_2023/webp_images/cbs.webp?width=399&height=146&name=cbs.webp	D:/My%20Sites/HTTracker/Code/apps.nakeddev.com/hs-fs/hubfs/Naked_2023/webp_images/cbsc499.png	(from https://apps.nakeddev.com/clutch?utm_medium=referral_profile&utm_source=clutch.co)
15:45:57	12390/12390	---M--	200	added ('OK')	image/png	date:Fri,%2029%20Sep%202023%2016:08:38%20GMT	https://apps.nakeddev.com/hs-fs/hubfs/Naked_2023/webp_images/nbc-1.webp?width=211&height=206&name=nbc-1.webp	D:/My%20Sites/HTTracker/Code/apps.nakeddev.com/hs-fs/hubfs/Naked_2023/webp_images/nbc-1618c.png	(from https://apps.nakeddev.com/clutch?utm_medium=referral_profile&utm_source=clutch.co)
15:45:58	1713/1713	---M--	200	added ('OK')	image/png	date:Fri,%2029%20Sep%202023%2016:08:30%20GMT	https://apps.nakeddev.com/hs-fs/hubfs/Naked_2023/webp_images/image2.webp?width=80&height=39&name=image2.webp	D:/My%20Sites/HTTracker/Code/apps.nakeddev.com/hs-fs/hubfs/Naked_2023/webp_images/image2a7a8.png	(from https://apps.nakeddev.com/clutch?utm_medium=referral_profile&utm_source=clutch.co)
15:45:58	3190/3190	---M--	200	added ('OK')	image/png	date:Fri,%2029%20Sep%202023%2016:08:28%20GMT	https://apps.nakeddev.com/hs-fs/hubfs/Naked_2023/webp_images/image1.webp?width=56&height=45&name=image1.webp	D:/My%20Sites/HTTracker/Code/apps.nakeddev.com/hs-fs/hubfs/Naked_2023/webp_images/image11481.png	(from https://apps.nakeddev.com/clutch?utm_medium=referral_profile&utm_source=clutch.co)
15:45:58	16420/16420	---M--	200	added ('OK')	image/png	date:Fri,%2029%20Sep%202023%2016:12:11%20GMT	https://apps.nakeddev.com/hs-fs/hubfs/Naked_2023/webp_images/kinnel.webp?width=340&height=184&name=kinnel.webp	D:/My%20Sites/HTTracker/Code/apps.nakeddev.com/hs-fs/hubfs/Naked_2023/webp_images/kinnel028f.png	(from https://apps.nakeddev.com/clutch?utm_medium=referral_profile&utm_source=clutch.co)
15:46:00	2818/2818	---M--	200	added ('OK')	image/png	date:Fri,%2029%20Sep%202023%2016:12:06%20GMT	https://apps.nakeddev.com/hs-fs/hubfs/Naked_2023/webp_images/image4.webp?width=70&height=52&name=image4.webp	D:/My%20Sites/HTTracker/Code/apps.nakeddev.com/hs-fs/hubfs/Naked_2023/webp_images/image4764e.png	(from https://apps.nakeddev.com/clutch?utm_medium=referral_profile&utm_source=clutch.co)
15:46:01	4960/4960	---M--	200	added ('OK')	image/png	date:Fri,%2029%20Sep%202023%2016:12:03%20GMT	https://apps.nakeddev.com/hs-fs/hubfs/Naked_2023/webp_images/news.webp?width=430&height=150&name=news.webp	D:/My%20Sites/HTTracker/Code/apps.nakeddev.com/hs-fs/hubfs/Naked_2023/webp_images/news9361.png	(from https://apps.nakeddev.com/clutch?utm_medium=referral_profile&utm_source=clutch.co)
15:46:02	10640/10640	---M--	200	added ('OK')	image/png	date:Fri,%2029%20Sep%202023%2016:12:03%20GMT	https://apps.nakeddev.com/hs-fs/hubfs/Naked_2023/webp_images/dailshow.webp?width=446&height=194&name=dailshow.webp	D:/My%20Sites/HTTracker/Code/apps.nakeddev.com/hs-fs/hubfs/Naked_2023/webp_images/dailshowa361.png	(from https://apps.nakeddev.com/clutch?utm_medium=referral_profile&utm_source=clutch.co)
15:46:03	7127/7127	---M--	200	added ('OK')	image/png	date:Fri,%2029%20Sep%202023%2016:34:06%20GMT	https://apps.nakeddev.com/hs-fs/hubfs/Naked_2023/webp_images/verizon.webp?width=547&height=326&name=verizon.webp	D:/My%20Sites/HTTracker/Code/apps.nakeddev.com/hs-fs/hubfs/Naked_2023/webp_images/verizonc4e2.png	(from https://apps.nakeddev.com/clutch?utm_medium=referral_profile&utm_source=clutch.co)
15:46:04	7400/7400	---M--	200	added ('OK')	image/png	date:Fri,%2029%20Sep%202023%2016:34:02%20GMT	https://apps.nakeddev.com/hs-fs/hubfs/Naked_2023/webp_images/google.webp?width=547&height=326&name=google.webp	D:/My%20Sites/HTTracker/Code/apps.nakeddev.com/hs-fs/hubfs/Naked_2023/webp_images/google4935.png	(from https://apps.nakeddev.com/clutch?utm_medium=referral_profile&utm_source=clutch.co)
15:46:04	12687/12687	---M--	200	added ('OK')	image/png	date:Fri,%2029%20Sep%202023%2016:33:59%20GMT	https://apps.nakeddev.com/hs-fs/hubfs/Naked_2023/webp_images/blossom.webp?width=548&height=326&name=blossom.webp	D:/My%20Sites/HTTracker/Code/apps.nakeddev.com/hs-fs/hubfs/Naked_2023/webp_images/blossom104d.png	(from https://apps.nakeddev.com/clutch?utm_medium=referral_profile&utm_source=clutch.co)
15:46:06	11591/11591	---M--	200	added ('OK')	image/png	date:Fri,%2029%20Sep%202023%2016:35:53%20GMT	https://apps.nakeddev.com/hs-fs/hubfs/Naked_2023/webp_images/universal.webp?width=547&height=327&name=universal.webp	D:/My%20Sites/HTTracker/Code/apps.nakeddev.com/hs-fs/hubfs/Naked_2023/webp_images/universal8c74.png	(from https://apps.nakeddev.com/clutch?utm_medium=referral_profile&utm_source=clutch.co)
15:46:06	5124/5124	---M--	200	added ('OK')	image/png	date:Fri,%2029%20Sep%202023%2016:35:49%20GMT	https://apps.nakeddev.com/hs-fs/hubfs/Naked_2023/webp_images/time.webp?width=548&height=327&name=time.webp	D:/My%20Sites/HTTracker/Code/apps.nakeddev.com/hs-fs/hubfs/Naked_2023/webp_images/timeb7e7.png	(from https://apps.nakeddev.com/clutch?utm_medium=referral_profile&utm_source=clutch.co)
15:46:07	12037/12037	---M--	200	added ('OK')	image/png	date:Fri,%2029%20Sep%202023%2016:35:46%20GMT	https://apps.nakeddev.com/hs-fs/hubfs/Naked_2023/webp_images/mobll.webp?width=548&height=327&name=mobll.webp	D:/My%20Sites/HTTracker/Code/apps.nakeddev.com/hs-fs/hubfs/Naked_2023/webp_images/mobll2e61.png	(from https://apps.nakeddev.com/clutch?utm_medium=referral_profile&utm_source=clutch.co)
15:46:07	14201/14201	---M--	200	added ('OK')	image/png	date:Fri,%2029%20Sep%202023%2016:37:46%20GMT	https://apps.nakeddev.com/hs-fs/hubfs/Naked_2023/webp_images/honest-kitchen.webp?width=547&height=327&name=honest-kitchen.webp	D:/My%20Sites/HTTracker/Code/apps.nakeddev.com/hs-fs/hubfs/Naked_2023/webp_images/honest-kitchenfa33.png	(from https://apps.nakeddev.com/clutch?utm_medium=referral_profile&utm_source=clutch.co)
15:46:08	5383/5383	---M--	200	added ('OK')	image/png	date:Fri,%2029%20Sep%202023%2016:37:42%20GMT	https://apps.nakeddev.com/hs-fs/hubfs/Naked_2023/webp_images/elo.webp?width=548&height=327&name=elo.webp	D:/My%20Sites/HTTracker/Code/apps.nakeddev.com/hs-fs/hubfs/Naked_2023/webp_images/elo484e.png	(from https://apps.nakeddev.com/clutch?utm_medium=referral_profile&utm_source=clutch.co)
15:46:08	6035/6035	---M--	200	added ('OK')	image/png	date:Fri,%2029%20Sep%202023%2016:37:38%20GMT	https://apps.nakeddev.com/hs-fs/hubfs/Naked_2023/webp_images/snapchat.webp?width=548&height=327&name=snapchat.webp	D:/My%20Sites/HTTracker/Code/apps.nakeddev.com/hs-fs/hubfs/Naked_2023/webp_images/snapchatd628.png	(from https://apps.nakeddev.com/clutch?utm_medium=referral_profile&utm_source=clutch.co)
15:46:10	17641/17641	---M--	200	added ('OK')	image/png	date:Fri,%2029%20Sep%202023%2016:39:42%20GMT	https://apps.nakeddev.com/hs-fs/hubfs/Naked_2023/webp_images/mitchell-mess.webp?width=547&height=326&name=mitchell-mess.webp	D:/My%20Sites/HTTracker/Code/apps.nakeddev.com/hs-fs/hubfs/Naked_2023/webp_images/mitchell-mess1792.png	(from https://apps.nakeddev.com/clutch?utm_medium=referral_profile&utm_source=clutch.co)
15:46:11	15403/15403	---M--	200	added ('OK')	image/png	date:Fri,%2029%20Sep%202023%2016:39:38%20GMT	https://apps.nakeddev.com/hs-fs/hubfs/Naked_2023/webp_images/superhuman.webp?width=547&height=326&name=superhuman.webp	D:/My%20Sites/HTTracker/Code/apps.nakeddev.com/hs-fs/hubfs/Naked_2023/webp_images/superhuman23f7.png	(from https://apps.nakeddev.com/clutch?utm_medium=referral_profile&utm_source=clutch.co)
15:46:12	18911/18911	---M--	200	added ('OK')	image/png	date:Fri,%2029%20Sep%202023%2016:39:34%20GMT	https://apps.nakeddev.com/hs-fs/hubfs/Naked_2023/webp_images/cuties.webp?width=548&height=326&name=cuties.webp	D:/My%20Sites/HTTracker/Code/apps.nakeddev.com/hs-fs/hubfs/Naked_2023/webp_images/cuties98ab.png	(from https://apps.nakeddev.com/clutch?utm_medium=referral_profile&utm_source=clutch.co)
15:46:13	12699/12699	---M--	200	added ('OK')	image/png	date:Fri,%2029%20Sep%202023%2016:41:32%20GMT	https://apps.nakeddev.com/hs-fs/hubfs/Naked_2023/webp_images/tevorlive.webp?width=547&height=326&name=tevorlive.webp	D:/My%20Sites/HTTracker/Code/apps.nakeddev.com/hs-fs/hubfs/Naked_2023/webp_images/tevorlivee3fd.png	(from https://apps.nakeddev.com/clutch?utm_medium=referral_profile&utm_source=clutch.co)
